bottle,station,cast,niskin,depth,counts,run_time,dic_cell_id,dbs_fname,analysis_datetime,analysis_datenum,real_day,salinity,dic_certified,alkalinity_certified,total_phosphate,total_silicate,total_ammonium,crm,temperature_override,file_good,flag,notes,analyte_volume,file_path,analysis_batch,reference_good,file_name,analyte_mass,titrant_molinity_here,titrant_molinity,alkalinity,alkalinity_gran,alkalinity_gran_estimate,alkalinity_npts,alkalinity_std,emf0,emf0_gran,emf0_gran_estimate,pH_initial,temperature_initial,alkalinity_offset,blank_good,k_dic_good,logfile_index,blank_here,blank_here_min,blank_here_max,blank_here_std,blank_here_count,analysis_datenum_scaled,blank,counts_corrected,temperature_analysis_dic,density_analysis_dic,k_dic_here,k_dic,dic,dic_offset,nuts_offset,offset_pchip,dic_corrected
64PE503-61-6-11,61,6,11,0,198196,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 12:34:00,19289.52361111111,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,61-6  11  (0)64PE503-61-6-11.dat,0.1011728114802129,,0.1001495661938803,2303.147263643752,2317.536543989991,,7.0,3.426066928519864,634.853498906168,628.7965626297917,,7.957382089315511,25.0,,True,False,25138,34.5,5.0,60.0,17.848902860773638,6.0,0.06727027908921,31.01611994549745,197854.82268059952,25.0,1.0233430585162893,,0.0108754050965754,2102.668630090061,,,0.6101243969753447,2103.278754487036
SO289-40131,0,0,0,0,217339,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 12:50:00,19289.534722222223,True,34.5739,,,2.7842579655630746,96.36170278920878,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40131.dat,0.1011409775645048,,0.1001495661938803,2366.458328244886,2374.2251110758543,,6.0,1.5631324265607958,634.8899495724329,628.6933563932594,,7.601334368809696,25.0,,True,False,25157,24.166666666666668,0.0,54.0,21.27139445880834,6.0,0.1799088859722817,30.05506701600208,217008.394262824,25.0,1.0230210647297304,,0.0108754050965754,2306.945847287184,,,0.9062411088281689,2307.852088396012
SO289-41209,0,0,0,0,201822,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 13:04:00,19289.544444444444,True,34.6939,,,1.22105722556356,4.809988622939976,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-41209.dat,0.1011499419763254,,0.1001495661938803,2282.5701864219927,2298.446302440349,,6.0,2.6982029636074456,634.802858741859,628.8583855575728,,7.824678787952295,25.0,,True,False,25176,25.33333333333333,0.0,75.0,31.46249972409835,6.0,0.2784676669857494,29.25108973304061,201500.23801293652,25.0,1.0231117379894346,,0.0108754050965754,2141.893826527168,,,1.137676281876768,2143.031502809045
SO289-40149,0,0,0,0,218400,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 13:19:00,19289.55486111111,True,34.6719,,,2.5496090375844456,121.97681306016068,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40149.dat,0.1011482984549049,,0.1001495661938803,2383.429607252754,2390.841096913868,,6.0,1.4397302512757484,634.9534843053831,628.7482630472631,,7.621847353994464,25.0,,True,False,25195,34.166666666666664,3.0,59.0,16.717422714707617,6.0,0.384066360952459,28.42532230020537,218087.32145469773,25.0,1.0230951140940168,,0.0108754050965754,2318.247770489253,,,1.3173738323039725,2319.565144321557
NUTSLAB03,24,10,22,0,200517,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 13:34:00,19289.56527777778,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,24-10  22  (0)NUTSLAB03.dat,0.1011728114802129,,0.1001495661938803,2364.707396475016,2372.7798369096968,,6.0,1.627743329421403,634.997206484215,628.797698883045,,7.981785801344106,25.0,,True,False,25214,19.33333333333333,0.0,69.0,26.15126935521274,6.0,0.4896650549191687,27.63394602569458,200213.02659371737,25.0,1.0233430585162893,,0.0108754050965754,2127.730042919371,,1.3863796022897077,1.3863796022897077,2129.1164225216608
64PE503-41-4-2,41,4,2,0,204242,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 13:50:00,19289.57638888889,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,41-4  2  (0)64PE503-41-4-2.dat,0.1011728114802129,,0.1001495661938803,2305.1462273930574,2320.4711941135142,,7.0,3.518662968176816,634.7635725557051,628.7510852557591,,7.825705063945984,25.0,,True,False,25233,35.5,0.0,65.0,22.403496750879462,6.0,0.6023036618022404,26.82506214361455,203946.92431642025,25.0,1.0233430585162893,,0.0108754050965754,2167.411408797252,,,1.3862476751372332,2168.7976564723895
64PE503-11-4-11,11,4,11,0,203721,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 14:10:00,19289.590277777777,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,11-4  11  (0)64PE503-11-4-11.dat,0.1011728114802129,,0.1001495661938803,2305.320379708349,2319.8990012845165,,7.0,3.731780387417343,634.7980944105442,628.7451488920013,,7.836430704551329,25.0,,True,False,25252,27.5,4.0,57.0,16.09088769044973,6.0,0.7431019203876399,25.861174371618457,203436.5270819122,25.0,1.0233430585162893,,0.0108754050965754,2161.9872486006752,,,1.384876869568882,2163.372125470244
64PE503-68-6-11,68,6,11,0,195064,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 14:26:00,19289.60138888889,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,68-6  11  (0)64PE503-68-6-11.dat,0.1011728114802129,,0.1001495661938803,2302.581409278972,2316.8693876856487,,7.0,3.5843423909739056,634.756333368227,628.6870421110006,,8.019127779132289,25.0,,True,False,25271,26.666666666666668,6.0,57.0,19.102065042525872,6.0,0.8557405272707116,25.124858934174963,194787.62655172407,25.0,1.0233430585162893,,0.0108754050965754,2070.0725225242054,,,1.381850790509357,2071.4543733147148
64PE503-28-5-5,28,5,5,0,200852,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 14:50:00,19289.618055555555,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,28-5  5  (0)64PE503-28-5-5.dat,0.1011728114802129,,0.1001495661938803,2309.349755934445,2323.7692381854044,,7.0,3.7126974140650257,634.8018915240575,628.743021471541,,7.902418541717855,25.0,,True,False,25290,25.5,0.0,68.0,20.589236670325267,6.0,1.024698437595319,24.07314063702024,200587.1954529928,25.0,1.0233430585162893,,0.0108754050965754,2131.7064591224025,,,1.3722407219970778,2133.0786998443996
SO289-41208,0,0,0,0,202436,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 15:05:00,19289.628472222223,True,34.3977,,,1.5769750749534792,8.145750433635165,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-41208.dat,0.101127815929577,,0.1001495661938803,2275.214103399106,2289.2473555336264,,6.0,2.1091862236169283,634.6830465538072,628.6739037300326,,7.790536891256189,25.0,,True,False,25309,16.833333333333332,0.0,68.0,24.660472195172765,6.0,1.1302971315620287,23.44528804880225,202178.1018314632,25.0,1.0228879373850908,,0.0108754050965754,2149.569545902329,,,1.362108001651247,2150.9316539039805
SO289-40622,0,0,0,0,216343,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 15:20:00,19289.63888888889,True,34.6774,,,2.473403747674078,119.9737577702763,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40622.dat,0.101148709333326,,0.1001495661938803,2390.216401779041,2397.2658323054507,,6.0,1.714927137055616,634.6344528273655,628.4254038486974,,7.683223432878268,25.0,,True,False,25328,25.0,0.0,61.0,21.01586702153082,6.0,1.2358958255287382,22.838245661605185,216091.77929772236,25.0,1.0230992700483086,,0.0108754050965754,2297.026013703964,,,1.3480184329934999,2298.3740321369573
NUTSLAB04,24,10,22,0,200451,11,C_Oct24-22_0810,data/64PE503_SO289_2022.dbs,2022-10-24 16:59:00,19289.70763888889,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,24-10  22  (0)NUTSLAB04.dat,0.1011728114802129,,0.1001495661938803,2368.232864361636,2377.1013000772014,,6.0,1.197823865499104,634.6916822019125,628.5366213935428,,7.981692421634444,25.0,,True,False,25347,21.666666666666668,0.0,48.0,18.696404883173543,6.0,1.932847205613134,19.260283661468332,200239.13687972384,25.0,1.0233430585162893,,0.0108754050965754,2128.007525563285,,1.1088969583756807,1.1088969583756807,2129.1164225216608
NUTSLAB01,25,10,22,0,201028,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 09:51:00,19290.410416666666,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,25-10  22  (0)NUTSLAB01.dat,0.1011728114802129,,0.1001495661938803,2366.2935598292647,2373.82712016302,,6.0,1.2746677017114216,634.8985754180758,628.6668471307979,,7.983499291186648,25.0,,True,False,25483,38.333333333333336,18.0,66.0,15.520595635763756,6.0,-1.1164207275797056,34.75249772347354,200645.72252504175,25.0,1.0233430585162893,,0.0108838600549578,2133.986199852357,,0.0,0.0,2133.986199852357
SO289-41206,0,0,0,0,207277,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 10:08:00,19290.422222222223,True,34.34,,,1.936615987385063,20.02765786752353,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-41206.dat,0.101123506191336,,0.1001495661938803,2248.769474367713,2263.354618137191,,6.0,1.707416399599133,634.7029706469763,628.7011853316025,,7.58380579483712,25.0,,True,False,25502,35.833333333333336,9.0,53.0,14.735633304642487,6.0,-1.004593646767118,33.96806166836674,206903.351321648,25.0,1.0228443452317406,,0.0108838600549578,2201.6127196522725,,,0.3172430808591955,2201.9299627331316
SO289-40525,0,0,0,0,203412,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 10:22:00,19290.431944444445,True,34.2783,,,1.817492627669548,11.175625367019686,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40525.dat,0.1011188978404478,,0.1001495661938803,2274.8491757383395,2288.841430330977,,6.0,2.1581646623061888,634.6268745659784,628.6159017747988,,7.764232137000265,25.0,,True,False,25521,23.166666666666668,0.0,51.0,19.55689704994691,6.0,-0.9125007567125156,33.38929431321359,203044.71776255465,25.0,1.0227977326702862,,0.0108838600549578,2160.6523190626413,,,0.5951370674131456,2161.2474561300546
64PE503-2-5-9,2,5,9,0,197476,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 10:37:00,19290.442361111112,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,2-5  9  (0)64PE503-2-5-9.dat,0.1011728114802129,,0.1001495661938803,2300.576472982662,2314.3822137930924,,7.0,3.636250668960713,634.7821231582642,628.695296399014,,7.972233914959109,25.0,,True,False,25540,26.666666666666668,0.0,60.0,20.925794820959343,6.0,-0.8138298030604311,32.79867977148664,197115.21452251365,25.0,1.0233430585162893,,0.0108838600549578,2096.437154395268,,,0.9087841215192408,2097.345938516787
64PE503-25-4-8,25,4,8,0,199830,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 11:12:00,19290.466666666667,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,25-4  8  (0)64PE503-25-4-8.dat,0.1011728114802129,,0.1001495661938803,2304.12331563546,2317.9337950869053,,7.0,3.503396602923004,634.7064334903594,628.6177287040518,,7.924469867733554,25.0,,True,False,25578,28.666666666666668,6.0,55.0,18.327271725188364,6.0,-0.5835975779066948,31.4623493189152,199483.91415749196,25.0,1.0233430585162893,,0.0108838600549578,2121.6296791549626,,,1.7002980445059737,2123.3299771994684
SO289-40597,0,0,0,0,210293,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 11:27:00,19290.47708333333,True,34.3777,,,2.541371091909216,45.95279654885903,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40597.dat,0.1011263220701863,,0.1001495661938803,2303.509474686251,2318.682423726092,,7.0,3.584832629068408,634.610150177253,628.6216113439003,,7.649850806687708,25.0,,True,False,25597,35.5,18.0,51.0,11.01135777277262,6.0,-0.4849266242546103,30.895378583262183,209953.1508355841,25.0,1.022872827291623,,0.0108838600549578,2234.002752661328,,,2.0632160185025334,2236.0659686798303
NUTSLAB02,25,10,22,0,200750,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 11:42:00,19290.4875,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,25-10  22  (0)NUTSLAB02.dat,0.1011728114802129,,0.1001495661938803,2365.21317196824,2372.971019371172,,6.0,1.7257503055861576,634.9254367368645,628.7118111515334,,7.982262991438991,25.0,,True,False,25616,33.833333333333336,2.0,67.0,24.6739854007324,6.0,-0.3862556706369864,30.329378393812405,200416.37683766807,25.0,1.0233430585162893,,0.0108838600549578,2131.5469725132843,,2.4392273390726587,2.4392273390726587,2133.986199852357
SO289-40138,0,0,0,0,213991,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 11:58:00,19290.49861111111,True,34.5106,,,2.7140460812104314,20.955210365688465,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40138.dat,0.1011362490841574,,0.1001495661938803,2274.0153755788283,2289.3023028725142,,6.0,2.2568830220040974,634.6643328441883,628.7017448919049,,7.45891195070647,25.0,,True,False,25635,27.33333333333333,7.0,63.0,20.319667538837564,6.0,-0.2810066534218806,29.72611836832811,213664.0126979484,25.0,1.02297323708246,,0.0108838600549578,2273.2649581503765,,,2.9186177441956107,2276.183575894572
SO289-40693,0,0,0,0,216560,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 12:12:00,19290.50833333333,True,34.6873,,,2.4186819775199124,120.0031602957951,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40693.dat,0.101149448917733,,0.1001495661938803,2393.7698964556503,2399.917198450463,,6.0,2.2119081394504136,634.7195730854424,628.4703868449217,,7.688042963354821,25.0,,True,False,25654,34.666666666666664,1.0,76.0,26.049098939417377,6.0,-0.1889137633328177,29.19844536364841,216238.81710099988,25.0,1.0231067507988978,,0.0108838600549578,2300.359197062441,,,3.4292462611594714,2303.7884433236004
64PE503-56-4-11,56,4,11,0,198164,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 12:35:00,19290.524305555555,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,56-4  11  (0)64PE503-56-4-11.dat,0.1011728114802129,,0.1001495661938803,2302.6097874154,2317.3903720382286,,7.0,3.196590754698892,634.7275329232159,628.6908219221536,,7.960323873441187,25.0,,True,False,25673,32.833333333333336,9.0,61.0,15.752424857427156,6.0,-0.0376183011076408,28.331699411125623,197852.3513064776,25.0,1.0233430585162893,,0.0108838600549578,2104.2770410601147,,,4.358646800223253,2108.635687860338
64PE503-8-5-2,8,5,2,0,203543,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 12:51:00,19290.535416666666,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,8-5  2  (0)64PE503-8-5-2.dat,0.1011728114802129,,0.1001495661938803,2310.9657249500374,2324.2912100572894,,7.0,4.093636683266387,634.7687804646553,628.6527013850691,,7.859600097200351,25.0,,True,False,25692,40.16666666666666,16.0,86.0,25.022767410678,6.0,0.0676307161074649,27.728787771336517,203237.9833345153,25.0,1.0233430585162893,,0.0108838600549578,2161.5564302276607,,,5.0024807896929655,2166.5589110173537
64PE503-28-5-2,28,5,2,0,202996,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 13:06:00,19290.545833333334,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,28-5  2  (0)64PE503-28-5-2.dat,0.1011728114802129,,0.1001495661938803,2318.673080216822,2333.358495798646,,7.0,4.467316780097955,632.5314546952243,626.4843638545914,,7.866575736337781,25.0,,True,False,25711,37.16666666666666,2.0,74.0,26.67343664063973,6.0,0.1663016697595492,27.163569682710698,202697.20073349017,25.0,1.0233430585162893,,0.0108838600549578,2155.8048866951845,,,5.551615147342477,2161.356501842527
64PE503-1-1-11,1,1,11,0,197539,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 13:21:00,19290.55625,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,1-1  11  (0)64PE503-1-1-11.dat,0.1011728114802129,,0.1001495661938803,2301.5758517950167,2316.315987881034,,7.0,3.193233054434011,634.7415759075102,628.704237072266,,7.970703349444332,25.0,,True,False,25730,21.33333333333333,7.0,60.0,20.138409955990955,6.0,0.2649726234116336,26.598356516181312,197246.418078322,25.0,1.0233430585162893,,0.0108838600549578,2097.832581987459,,,6.004812967492933,2103.837394954952
NUTSLAB04,25,10,22,0,200318,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 13:53:00,19290.578472222223,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,25-10  22  (0)NUTSLAB04.dat,0.1011728114802129,,0.1001495661938803,2363.3701854238684,2371.72101352421,,6.0,1.4086937779749773,634.8673145495114,628.6837205170254,,7.983816048107631,25.0,,True,False,25768,14.833333333333334,2.0,27.0,8.454124568648266,6.0,0.4754706578418453,25.392574308912923,200038.68168260195,25.0,1.0233430585162893,,0.0108838600549578,2127.529960645206,,6.456239207151157,6.456239207151157,2133.986199852357
SO289-40133,0,0,0,0,208360,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 14:14:00,19290.59305555556,True,34.3287,,,2.356789538272536,28.44953739483547,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40133.dat,0.1011226621863281,,0.1001495661938803,2284.626112104557,2299.826199334078,,6.0,2.987276584983831,634.5748156780655,628.6081205236983,,7.65009870499068,25.0,,True,False,25787,25.666666666666668,7.0,39.0,11.308796969124916,6.0,0.6136099929409792,24.60128109285516,208089.3859079786,25.0,1.0228358082873428,,0.0108838600549578,2214.2515316674503,,,6.425908914971955,2220.677440582422
SO289-41004,0,0,0,0,216145,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 14:29:00,19290.60347222222,True,34.6998,,,2.399122751291044,124.04519613006696,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-41004.dat,0.1011503827423968,,0.1001495661938803,2386.79751376716,2391.7224145075425,,6.0,1.8748431381577495,634.7262783135274,628.3869549063024,,7.68815630518232,25.0,,True,False,25806,18.666666666666668,0.0,40.0,15.807874268505836,6.0,0.7122809465586031,24.036071831805263,215880.60320985012,25.0,1.023116196251422,,0.0108838600549578,2296.527298194097,,,6.367579198507744,2302.894877392605
64PE503-49-1-11,49,1,11,0,197053,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 14:44:00,19290.61388888889,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,49-1  11  (0)64PE503-49-1-11.dat,0.1011728114802129,,0.1001495661938803,2299.877129906929,2314.187153593804,,7.0,3.385842550289223,634.7473106578078,628.6876869591296,,7.976716512038221,25.0,,True,False,25825,10.833333333333334,0.0,48.0,17.16990260763163,6.0,0.8109519002106874,23.470862629194944,196794.82051107887,25.0,1.0233430585162893,,0.0108838600549578,2093.02957415726,,,6.279254608723405,2099.3088287659834
64PE503-46-4-2,46,4,2,0,204095,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 14:59:00,19290.62430555556,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,46-4  2  (0)64PE503-46-4-2.dat,0.1011728114802129,,0.1001495661938803,2308.34763833525,2323.20467032171,,7.0,3.692297590830581,634.7166764794935,628.6816713923972,,7.83589963153242,25.0,,True,False,25844,23.33333333333333,0.0,57.0,22.82299035816492,6.0,0.909622853862772,22.90565345291546,203843.03781201792,25.0,1.0233430585162893,,0.0108838600549578,2167.991543266207,,,6.1614288030691835,2174.152972069276
64PE503-32-3-2,32,3,2,0,200456,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 15:15:00,19290.635416666668,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,32-3  2  (0)64PE503-32-3-2.dat,0.1011728114802129,,0.1001495661938803,2306.393452426324,2320.3039559021954,,7.0,3.591091458424577,634.7684791196804,628.6889205087932,,7.911995855526277,25.0,,True,False,25863,35.5,6.0,68.0,24.67623688220444,6.0,1.0148718710778777,22.30276367780925,200210.6695995441,25.0,1.0233430585162893,,0.0108838600549578,2129.359154094621,,,6.003787259949862,2135.362941354571
NUTSLAB05,25,10,22,0,200337,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 15:30:00,19290.64583333333,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,25-10  22  (0)NUTSLAB05.dat,0.1011728114802129,,0.1001495661938803,2365.09204588478,2371.728335827861,,6.0,1.4002459636941476,634.8629030637525,628.5784916945412,,7.985431828623196,25.0,,True,False,25882,15.666666666666666,0.0,48.0,16.254913786982144,6.0,1.1135428246955017,21.73755451908536,200097.8869002901,25.0,1.0233430585162893,,0.0108838600549578,2128.1596432315864,,5.826556620770589,5.826556620770589,2133.986199852357
64PE503-47-4-8,47,4,8,0,196800,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 15:48:00,19290.658333333333,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,47-4  8  (0)64PE503-47-4-8.dat,0.1011728114802129,,0.1001495661938803,2300.7877468420834,2315.190695470628,,7.0,3.508063659856623,634.7202691356541,628.6546469538107,,7.977949765718177,25.0,,True,False,25901,17.166666666666668,0.0,63.0,21.91967659939859,6.0,1.2319479690711106,21.059303531277912,196568.34766115597,25.0,1.0233430585162893,,0.0108838600549578,2090.6209011474657,,,5.115630835049761,2095.7365319825153
SO289-41303,0,0,0,0,200020,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 16:03:00,19290.66875,True,35.3144,,,0.7625659812076504,2.975081363303087,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-41303.dat,0.1011963052794356,,0.1001495661938803,2310.2367740508994,2324.300222008944,,7.0,3.704317443620349,634.7837105843589,628.6859215134917,,7.9190147208722195,25.0,,True,False,25920,15.166666666666666,0.0,65.0,23.097017604492198,6.0,1.330618922723195,20.494094375754287,199794.5649618667,25.0,1.0235806936674818,,0.0108838600549578,2124.4403086529524,,,3.9402802336112512,2128.3805888865636
SO289-40999,0,0,0,0,186219,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 16:18:00,19290.679166666665,True,34.891,,,0.0351613140526741,0.2285485413423822,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40999.dat,0.1011646673556578,,0.1001495661938803,2284.847791082237,2297.977445151957,,6.0,2.712313020087946,634.7010063992286,628.6013892061319,,8.145813989815249,25.0,,True,False,25939,27.166666666666668,3.0,55.0,18.90693582318992,6.0,1.429289876340819,19.9288852208164,185999.782262571,25.0,1.0232606823006911,,0.0108838600549578,1978.37719694929,,,2.436656084447601,1980.8138530337376
NUTSLAB06,25,10,22,0,200794,11,C_Oct25-22_0810,data/64PE503_SO289_2022.dbs,2022-10-25 16:34:00,19290.69027777778,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,25-10  22  (0)NUTSLAB06.dat,0.1011728114802129,,0.1001495661938803,2363.8613561475518,2372.510330321216,,6.0,1.5811472260087138,634.7521337626065,628.5800883934129,,7.986094964767987,25.0,,True,False,25958,12.5,0.0,38.0,13.793114224133722,6.0,1.5345388935903852,19.325995455409775,200581.4140499905,25.0,1.0233430585162893,,0.0108838600549578,2133.302241098759,,0.6839587535978353,0.6839587535978353,2133.986199852357
NUTSLAB01,27,10,22,0,200557,11,C_Oct27-22_0910,data/64PE503_SO289_2022.dbs,2022-10-27 10:25:00,19292.434027777777,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,27-10  22  (0)NUTSLAB01.dat,0.1011728114802129,,0.1001495661938803,2364.6734183611707,2372.6884433897394,,6.0,2.125918404611036,634.7988368471171,628.5991654804308,,7.986039235354768,25.0,,True,False,26075,33.166666666666664,10.0,58.0,19.178257364931664,6.0,-1.2146806964406514,41.0539731883689,200105.40629492796,25.0,1.0233430585162893,,0.0108833979596144,2128.1492579190426,,0.0,0.0,2128.1492579190426
SO289-41187,0,0,0,0,197265,11,C_Oct27-22_0910,data/64PE503_SO289_2022.dbs,2022-10-27 10:41:00,19292.44513888889,True,35.6848,,,0.2137722668570605,0.3211464648217941,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-41187.dat,0.1012239891927466,,0.1001495661938803,2318.900347500758,2333.232476598144,,7.0,4.109244625967031,634.829259535508,628.7287623552754,,7.99754076073131,25.0,,True,False,26094,36.833333333333336,6.0,53.0,15.355961564016614,6.0,-1.1192909520744667,40.53648979350169,196819.09861227148,25.0,1.0238607109972857,,0.0108833979596144,2092.1406137007584,,,0.1929384031140554,2092.3335521038725
SO289-40469,0,0,0,0,203067,11,C_Oct27-22_0910,data/64PE503_SO289_2022.dbs,2022-10-27 11:00:00,19292.45833333333,True,34.2876,,,1.631823535822032,5.869679029750268,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,2,False,0-0  0  (0)SO289-40469.dat,0.1011195924438002,,0.1001495661938803,2266.661428599537,2280.331052001319,,6.0,2.0871620368669377,634.5734090134011,628.5491720736111,,7.753186281587304,25.0,,True,False,26113,38.66666666666666,14.0,62.0,16.182981458584475,6.0,-1.0060156306435262,39.91463171341593,202627.9390511524,25.0,1.022804758446369,,0.0108833979596144,2156.1109099453147,,,0.39265507863527893,2156.50356502395
